path,Finding labels,File name
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_10_Final.png,Effusion,Effusion_10_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_11_Final.png,Effusion,Effusion_11_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_12_Final.png,Effusion,Effusion_12_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_13_Final.png,Effusion,Effusion_13_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_14_Final.png,Effusion,Effusion_14_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_15_Final.png,Effusion,Effusion_15_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_16_Final.png,Effusion,Effusion_16_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_17_Final.png,Effusion,Effusion_17_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_18_Final.png,Effusion,Effusion_18_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_19_Final.png,Effusion,Effusion_19_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_20_Final.png,Effusion,Effusion_20_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_21_Final.png,Effusion,Effusion_21_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_22_Final.png,Effusion,Effusion_22_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_23_Final.png,Effusion,Effusion_23_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_24_Final.png,Effusion,Effusion_24_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_25_Final.png,Effusion,Effusion_25_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_26_Final.png,Effusion,Effusion_26_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_27_Final.png,Effusion,Effusion_27_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_28_Final.png,Effusion,Effusion_28_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_29_Final.png,Effusion,Effusion_29_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_30_Final.png,Effusion,Effusion_30_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_31_Final.png,Effusion,Effusion_31_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_32_Final.png,Effusion,Effusion_32_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_33_Final.png,Effusion,Effusion_33_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_34_Final.png,Effusion,Effusion_34_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_35_Final.png,Effusion,Effusion_35_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_36_Final.png,Effusion,Effusion_36_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_37_Final.png,Effusion,Effusion_37_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_38_Final.png,Effusion,Effusion_38_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_39_Final.png,Effusion,Effusion_39_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_40_Final.png,Effusion,Effusion_40_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_41_Final.png,Effusion,Effusion_41_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_42_Final.png,Effusion,Effusion_42_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_43_Final.png,Effusion,Effusion_43_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_44_Final.png,Effusion,Effusion_44_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_45_Final.png,Effusion,Effusion_45_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_46_Final.png,Effusion,Effusion_46_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_47_Final.png,Effusion,Effusion_47_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_48_Final.png,Effusion,Effusion_48_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_49_Final.png,Effusion,Effusion_49_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_50_Final.png,Effusion,Effusion_50_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_51_Final.png,Effusion,Effusion_51_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_52_Final.png,Effusion,Effusion_52_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_53_Final.png,Effusion,Effusion_53_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_54_Final.png,Effusion,Effusion_54_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_55_Final.png,Effusion,Effusion_55_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_56_Final.png,Effusion,Effusion_56_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_57_Final.png,Effusion,Effusion_57_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_58_Final.png,Effusion,Effusion_58_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_59_Final.png,Effusion,Effusion_59_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_60_Final.png,Effusion,Effusion_60_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_61_Final.png,Effusion,Effusion_61_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_62_Final.png,Effusion,Effusion_62_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_63_Final.png,Effusion,Effusion_63_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_64_Final.png,Effusion,Effusion_64_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_65_Final.png,Effusion,Effusion_65_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_66_Final.png,Effusion,Effusion_66_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_67_Final.png,Effusion,Effusion_67_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_68_Final.png,Effusion,Effusion_68_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_69_Final.png,Effusion,Effusion_69_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_70_Final.png,Effusion,Effusion_70_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_71_Final.png,Effusion,Effusion_71_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_72_Final.png,Effusion,Effusion_72_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_73_Final.png,Effusion,Effusion_73_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_74_Final.png,Effusion,Effusion_74_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_75_Final.png,Effusion,Effusion_75_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_76_Final.png,Effusion,Effusion_76_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_77_Final.png,Effusion,Effusion_77_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_78_Final.png,Effusion,Effusion_78_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Effusion/Effusion_79_Final.png,Effusion,Effusion_79_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_1_Final.png,Atelectasis,Atelectasis_1_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_2_Final.png,Atelectasis,Atelectasis_2_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_3_Final.png,Atelectasis,Atelectasis_3_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_4_Final.png,Atelectasis,Atelectasis_4_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_5_Final.png,Atelectasis,Atelectasis_5_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_6_Final.png,Atelectasis,Atelectasis_6_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_7_Final.png,Atelectasis,Atelectasis_7_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_8_Final.png,Atelectasis,Atelectasis_8_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_9_Final.png,Atelectasis,Atelectasis_9_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_10_Final.png,Atelectasis,Atelectasis_10_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_11_Final.png,Atelectasis,Atelectasis_11_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_12_Final.png,Atelectasis,Atelectasis_12_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_13_Final.png,Atelectasis,Atelectasis_13_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_14_Final.png,Atelectasis,Atelectasis_14_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_15_Final.png,Atelectasis,Atelectasis_15_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_16_Final.png,Atelectasis,Atelectasis_16_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_17_Final.png,Atelectasis,Atelectasis_17_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_18_Final.png,Atelectasis,Atelectasis_18_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_19_Final.png,Atelectasis,Atelectasis_19_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_20_Final.png,Atelectasis,Atelectasis_20_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_21_Final.png,Atelectasis,Atelectasis_21_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_22_Final.png,Atelectasis,Atelectasis_22_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_23_Final.png,Atelectasis,Atelectasis_23_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_24_Final.png,Atelectasis,Atelectasis_24_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_25_Final.png,Atelectasis,Atelectasis_25_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_26_Final.png,Atelectasis,Atelectasis_26_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_27_Final.png,Atelectasis,Atelectasis_27_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_28_Final.png,Atelectasis,Atelectasis_28_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_29_Final.png,Atelectasis,Atelectasis_29_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_30_Final.png,Atelectasis,Atelectasis_30_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_31_Final.png,Atelectasis,Atelectasis_31_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_32_Final.png,Atelectasis,Atelectasis_32_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_33_Final.png,Atelectasis,Atelectasis_33_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_34_Final.png,Atelectasis,Atelectasis_34_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_35_Final.png,Atelectasis,Atelectasis_35_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_36_Final.png,Atelectasis,Atelectasis_36_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_37_Final.png,Atelectasis,Atelectasis_37_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_38_Final.png,Atelectasis,Atelectasis_38_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_39_Final.png,Atelectasis,Atelectasis_39_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_40_Final.png,Atelectasis,Atelectasis_40_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_41_Final.png,Atelectasis,Atelectasis_41_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_42_Final.png,Atelectasis,Atelectasis_42_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_43_Final.png,Atelectasis,Atelectasis_43_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_44_Final.png,Atelectasis,Atelectasis_44_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_45_Final.png,Atelectasis,Atelectasis_45_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_46_Final.png,Atelectasis,Atelectasis_46_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_47_Final.png,Atelectasis,Atelectasis_47_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_48_Final.png,Atelectasis,Atelectasis_48_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_49_Final.png,Atelectasis,Atelectasis_49_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_50_Final.png,Atelectasis,Atelectasis_50_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_51_Final.png,Atelectasis,Atelectasis_51_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_52_Final.png,Atelectasis,Atelectasis_52_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_53_Final.png,Atelectasis,Atelectasis_53_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_54_Final.png,Atelectasis,Atelectasis_54_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_55_Final.png,Atelectasis,Atelectasis_55_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_56_Final.png,Atelectasis,Atelectasis_56_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_57_Final.png,Atelectasis,Atelectasis_57_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_58_Final.png,Atelectasis,Atelectasis_58_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_59_Final.png,Atelectasis,Atelectasis_59_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_60_Final.png,Atelectasis,Atelectasis_60_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_61_Final.png,Atelectasis,Atelectasis_61_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_62_Final.png,Atelectasis,Atelectasis_62_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_63_Final.png,Atelectasis,Atelectasis_63_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_64_Final.png,Atelectasis,Atelectasis_64_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_65_Final.png,Atelectasis,Atelectasis_65_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_66_Final.png,Atelectasis,Atelectasis_66_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_67_Final.png,Atelectasis,Atelectasis_67_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_68_Final.png,Atelectasis,Atelectasis_68_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_69_Final.png,Atelectasis,Atelectasis_69_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_70_Final.png,Atelectasis,Atelectasis_70_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_71_Final.png,Atelectasis,Atelectasis_71_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_72_Final.png,Atelectasis,Atelectasis_72_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_73_Final.png,Atelectasis,Atelectasis_73_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_74_Final.png,Atelectasis,Atelectasis_74_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_75_Final.png,Atelectasis,Atelectasis_75_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_76_Final.png,Atelectasis,Atelectasis_76_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_77_Final.png,Atelectasis,Atelectasis_77_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_78_Final.png,Atelectasis,Atelectasis_78_Final.png
/content/drive/MyDrive/CS 518 Project /Final Augmented Images/Atelectasis/Atelectasis_79_Final.png,Atelectasis,Atelectasis_79_Final.png
